Locations correspond to U00096.2 reference genome,,,,,,,,,,,,,,
NUM,Operon,Promoters,Terminators,TU count,TU,STRAND,GENE CNT,RegulonDB operon,Operon mismatches,GENES,WT_LOG,WT_STAT,WT_LOG,WT_STAT
885,,,,,T-1515091:P-1515241,-,1,,,yncL,9.5,13.6,100,100
886,P-1515637:T-1516080,1,1,1,P-1515637:T-1516080,+,1,ydcY,0,ydcY,7.8,7.7,100,93.7
887,,,,,T-1515770:S-1516884,-,2,,,yncA-ydcZ,5.3,3.7,99.8,57.8
888,T-1515770:P-1516899,2,1,2,T-1515770:P-1516899,-,2,mnaT-ydcZ,0,yncA-ydcZ,5.3,3.7,99.8,58.3
889,P-1517024:T-1519073,2,1,2,P-1517024:T-1519073,+,2,mcbR,0,yncB-mcbR,5.9,8.7,91.9,99.3
890,,,,,S-1518159:T-1519073,+,1,,,mcbR,5.1,8.4,85,99
891,P-1521219:T-1522488,1,1,1,P-1521219:T-1522488,+,1,yncE,0,yncE,8.7,4.2,100,72.4
892,T-1522500:P-1524117,1,1,1,T-1522500:P-1524117,-,1,ansP,0,ansP,3.4,0.4,83.7,8.2
893,P-1524261:T-1524948,1,1,1,P-1524261:T-1524948,+,1,yncG,0,yncG,2.4,7.1,58.1,98.3
894,T-1531001:P-1531898,1,1,1,T-1531001:P-1531898,-,1,yddH,0,yddH,1.5,8.3,43,100
895,P-1531017:T-1531455,1,1,1,P-1531017:T-1531455,+,1,pptA,0,pptA,5.1,5.7,96.4,92.3
896,P-1532024:T-1533107,1,1,1,P-1532024:T-1533107,+,1,nhoA,0,nhoA,3.6,4.9,83.3,79.4
897,T-1532931:P-1533901,1,1,1,T-1532931:P-1533901,-,1,yddE,0,yddE,5.1,2,99.3,34.5
898,T-1533946:P-1542169,1,1,1,T-1533946:P-1542169,-,5,narU:narZYWV,1,narU-narZ-narY-narW-narV,1.4,5.4,46.4,83.6
899,T-1544299:P-1545230,1,1,1,T-1544299:P-1545230,-,1,yddG,0,yddG,5.2,0.3,100,5.2
900,,,,,T-1550365:S-1550735,-,1,,,yddM,4.4,6.8,97.6,94.1
901,T-1550365:P-1551922,2,1,2,T-1550365:P-1551922,-,2,adhP:yddM,1,adhP-yddM,5.8,8.4,99.4,98.5
902,T-1551971:P-1553762,1,1,1,T-1551971:P-1553762,-,1,maeA,0,maeA,7.7,5.9,100,91.6
903,,,,,T-1553793:S-1554071,-,1,,,sra,6.3,11.6,100,100
904,T-1553793:P-1554362,2,1,2,T-1553793:P-1554362,-,2,bdm-sra,0,bdm-sra,4.3,8.6,88.6,90.4
905,P-1554622:T-1555362,1,1,1,P-1554622:T-1555362,+,1,osmC,0,osmC,7.9,10.7,96.5,100
906,T-1555129:P-1561219,1,2,2,T-1555129:P-1561219,-,6,ddpXABCDF,0,ddpX-ddpA-ddpB-ddpC-ddpD-ddpF,1.4,5.1,43.4,70.4
907,,,,,T-1558853:P-1561219,-,2,,,ddpX-ddpA,1.5,8.4,47.8,99.8
908,T-1561327:P-1565318,1,1,1,T-1561327:P-1565318,-,2,dosCP,0,dosC-dosP,3.5,7.6,81,91.7
909,T-1565506:P-1566873,1,1,1,T-1565506:P-1566873,-,1,yddW,0,yddW,4.7,0.4,99.6,8.5
910,T-1566947:P-1570096,1,1,1,T-1566947:P-1570096,-,2,gadBC,0,gadB-gadC,2.5,6.8,58.1,81.7
911,T-1588778:P-1590503,1,1,1,T-1588778:P-1590503,-,2,hipBA,0,hipB-hipA,3.7,6.5,96.2,95.8
912,T-1596549:P-1599447,1,1,1,T-1596549:P-1599447,-,2,lsrRK,0,lsrR-lsrK,2.8,10.3,72.6,97.3
913,P-1599455:T-1606616,1,1,1,P-1599455:T-1606616,+,7,lsrACDBFG-tam,0,lsrA-lsrC-lsrD-lsrB-lsrF-lsrG-tam,2.4,10,57.7,99.8
914,,,,,T-1608931:S-1609942,-,1,,,yneF,2.8,0.8,66.5,15.1
915,T-1608931:P-1612750,2,1,2,T-1608931:P-1612750,-,4,sad:yneHG:yneF,2,sad-yneH-yneG-yneF,4.7,0.9,88.7,17.1
916,T-1616267:P-1616963,1,1,1,T-1616267:P-1616963,-,1,marC,0,marC,4.7,8,98.6,99.1
917,P-1617118:T-1618262,1,1,1,P-1617118:T-1618262,+,3,marRAB,0,marR-marA-marB,4.8,1.5,94.8,30
918,T-1617739:P-1619547,1,1,1,T-1617739:P-1619547,-,1,eamA,0,eamA,5,6,97.2,91.5
919,P-1620612:T-1620815,1,1,1,P-1620612:T-1620815,+,1,yneM,0,yneM,5.6,11.8,97.1,100
920,,,,,T-1620848:S-1620937,-,1,,,mgrR,2.9,7.4,100,100
921,,,,,T-1620848:S-1621900,-,1,,,ydeH,3.7,6.4,97.2,97
922,T-1620848:P-1622549,3,2,4,T-1620848:P-1622549,-,2,ydeH:ydeI,1,ydeI-ydeH,3.6,7.3,95,98
923,,,,,T-1622039:P-1622549,-,1,,,ydeI,3.8,9.2,89.2,100
924,P-1622582:T-1623473,1,1,1,P-1622582:T-1623473,+,1,ydeJ,0,ydeJ,1.7,7.5,46.4,100
925,T-1623049:P-1625499,1,1,1,T-1623049:P-1625499,-,1,dcp,0,dcp,7.1,4.4,99.8,68.8
926,P-1625516:T-1627228,2,1,2,P-1625516:T-1627228,+,2,ydfH:ydfG,1,ydfG-ydfH,7.5,4.9,100,65.4
927,,,,,S-1626351:T-1627228,+,1,,,ydfH,5.8,1.9,100,32.5
928,T-1635596:P-1635869,1,1,1,T-1635596:P-1635869,-,2,gnsB:ydfJ,1,gnsB-ydfJ,8.3,7.3,100,94.2
929,T-1639320:P-1639738,1,1,1,T-1639320:P-1639738,-,2,cspB:ydfJ,1,cspB-ydfJ,5.7,6.5,96.4,93.3
930,,,,,T-1639752:S-1640445,-,1,,,ydfJ,4.2,4.2,82.3,69.3
931,T-1639752:P-1640888,2,1,2,T-1639752:P-1640888,-,1,ydfJ,0,ydfJ,4.1,4.5,88.1,72.9
932,P-1639856:T-1640388,1,1,1,P-1639856:T-1640388,+,1,cspF,0,cspF,1.4,3.2,45.6,44.8
933,T-1642438:P-1643002,1,1,1,T-1642438:P-1643002,-,2,ydfJ:rem,1,rem-ydfJ,3.3,2.4,90.6,44.8
934,T-1643087:P-1643924,1,1,1,T-1643087:P-1643924,-,4,relBE-hokD:ydfJ,1,relB-relE-hokD-ydfJ,6.9,10.4,99.3,100
935,P-1644171:T-1644764,1,1,1,P-1644171:T-1644764,+,1,flxA,0,flxA,0.7,7.5,22.1,95.1
936,T-1644574:P-1645142,1,1,1,T-1644574:P-1645142,-,1,ydfJ,0,ydfJ,5.2,5.1,98.6,68.4
937,P-1645956:T-1646371,1,1,1,P-1645956:T-1646371,+,1,dicA,0,dicA,6.7,6.8,100,97.6
938,AS-1650993:T-1651375,1,1,1,AS-1650993:T-1651375,+,,,,,3.2,5.3,91.1,91.1
939,T-1653331:P-1653730,1,1,1,T-1653331:P-1653730,-,1,ynfA,0,ynfA,2.9,3,80.8,54
940,P-1653703:T-1654851,2,1,2,P-1653703:T-1654851,+,2,ynfB-speG,0,ynfB-speG,6.5,6.2,96.2,89.2
941,,,,,S-1653734:T-1654851,+,2,,,ynfB-speG,6.7,6.3,98.8,91.7
942,T-1654355:P-1655730,1,1,1,T-1654355:P-1655730,-,1,ynfC,0,ynfC,4.4,7.2,90.3,96.1
943,P-1655567:T-1655903,1,1,1,P-1655567:T-1655903,+,1,ynfD,0,ynfD,1.2,6.8,48.1,98.5
944,,,,,T-1656977:AS-1657261,-,,,,,3.6,1.7,74.7,33.7
945,T-1656977:AS-1657330,2,1,2,T-1656977:AS-1657330,-,,,,,3.4,1.4,79.7,27.1
946,P-1662191:T-1663293,1,1,1,P-1662191:T-1663293,+,1,ynfEFGH-dmsD,0,dmsD,5.5,2.1,99.5,37.6
947,T-1663596:AS-1663835,1,1,1,T-1663596:AS-1663835,-,,,,,2.9,,83.3,
948,T-1664502:P-1667964,1,1,1,T-1664502:P-1667964,-,3,ynfL:mlc-ynfK,1,ynfL-dgsA-ynfK,4,5.6,82.7,88.7
949,T-1669007:AS-1669156,1,1,1,T-1669007:AS-1669156,-,,,,,5.2,8.8,100,100
950,T-1669627:AS-1669923,1,1,1,T-1669627:AS-1669923,-,,,,,0.3,6,16.2,93.3
951,P-1669941:T-1670987,1,1,1,P-1669941:T-1670987,+,1,ydgD,0,ydgD,3.9,7.2,78.2,90.4
952,T-1670830:P-1671801,1,1,1,T-1670830:P-1671801,-,2,mdtJI,0,mdtJ-mdtI,4.2,0.7,97.4,13.1
953,T-1672844:P-1676041,1,2,2,T-1672844:P-1676041,-,2,pntAB,0,pntA-pntB,11.5,9.4,100,95.4
954,,,,,T-1672994:P-1676041,-,2,,,pntA-pntB,11.8,9.9,100,100
955,P-1676031:T-1677424,2,1,2,P-1676031:T-1677424,+,1,ydgH,0,ydgH,7.6,7,89.5,91.8
956,,,,,S-1676395:T-1677424,+,1,,,ydgH,9.3,8,100,98.7
957,P-1678786:T-1679971,1,1,1,P-1678786:T-1679971,+,1,ydgI-folM,0,folM,4,5.8,86.8,90.3
958,T-1679651:P-1680083,1,1,1,T-1679651:P-1680083,-,1,ydgC,0,ydgC,5.5,5.3,98.6,79.4
959,P-1682258:T-1683432,1,1,1,P-1682258:T-1683432,+,1,tus,0,tus,2.7,3.1,77.4,50.4
960,T-1683189:P-1686470,1,1,1,T-1683189:P-1686470,-,2,fumAC,0,fumA-fumC,7.3,8.2,98.7,97
961,,,,,P-1686576:T-1689402,+,2,,,manA-ydgA,8.4,7.9,100,90.4
962,P-1686576:T-1689520,2,2,4,P-1686576:T-1689520,+,2,manA:ydgA,1,manA-ydgA,8.2,7.8,99.9,90.8
963,,,,,S-1687819:T-1689402,+,1,,,ydgA,9.4,10.5,100,100
964,,,,,S-1687819:T-1689520,+,1,,,ydgA,9.1,10.2,99.8,100
965,,,,,T-1694471:S-1695097,-,1,,,uidR,4.6,6.4,99.7,93
966,,,,,T-1694471:S-1696145,-,2,,,hdhA-uidR,6.2,9,99.9,97.3
967,T-1694471:P-1697509,3,2,5,T-1694471:P-1697509,-,3,uidR:malI:hdhA,2,malI-hdhA-uidR,4.4,6.8,83.1,84.1
968,,,,,T-1695261:S-1696145,-,1,,,hdhA,7.8,11,100,100
969,,,,,T-1695261:P-1697509,-,2,,,malI-hdhA,4.4,6.9,77.2,80.5
970,P-1697339:T-1701266,1,1,1,P-1697339:T-1701266,+,3,add:malXY,1,malX-malY-add,3.5,3.1,71.5,53.4
971,T-1701285:P-1702354,1,1,1,T-1701285:P-1702354,-,1,ydgJ,0,ydgJ,7.1,5.3,100,81.6
972,P-1702537:T-1710297,3,1,3,P-1702537:T-1710297,+,10,cnu:blr:ydgK-rsxABCDGE-nth,2,blr-cnu-ydgK-rsxA-rsxB-rsxC-rsxD-rsxG-rsxE-nth,5.9,1.2,99.7,21.8
973,T-1702591:AS-1703364,1,1,1,T-1702591:AS-1703364,-,,,,,1,3.7,37.2,58.3
974,,,,,S-1703242:T-1710297,+,8,,,ydgK-rsxA-rsxB-rsxC-rsxD-rsxG-rsxE-nth,6,1,99.9,18.2
975,,,,,S-1703769:T-1710297,+,7,,,rsxA-rsxB-rsxC-rsxD-rsxG-rsxE-nth,5.9,0.7,99.9,13.1
976,T-1710747:AS-1710910,1,1,1,T-1710747:AS-1710910,-,,,,,,5.2,,91.5
977,P-1712377:T-1713425,1,1,1,P-1712377:T-1713425,+,1,,,gst,6.5,7.3,100,83.2
978,,,,,T-1713033:S-1716057,-,3,,,pdxH-tyrS-pdxY,8.3,4.2,100,64.7
979,T-1713033:P-1717716,2,2,4,T-1713033:P-1717716,-,5,pdxH-tyrS-pdxY:mliC:anmK,2,anmK-mliC-pdxH-tyrS-pdxY,6.8,3.8,99.8,61.5
980,,,,,T-1713954:S-1716057,-,2,,,pdxH-tyrS,9,5.6,100,85.9
981,,,,,T-1713954:P-1717716,-,4,,,anmK-mliC-pdxH-tyrS,6.9,4.6,99.7,72.5
982,,,,,P-1717776:T-1718396,+,1,,,slyB,8.4,11.3,100,100
983,P-1717776:T-1718526,2,2,4,P-1717776:T-1718526,+,1,slyB,0,slyB,7.3,10.5,95.7,99.7
984,,,,,S-1717856:T-1718396,+,1,,,slyB,8.9,11.8,100,100
985,,,,,S-1717856:T-1718526,+,1,,,slyB,7.5,10.8,95.2,99.7
986,,,,,T-1718213:S-1718919,-,1,,,slyA,7.6,8,99.7,92.5
987,,,,,T-1718213:S-1719315,-,1,,,slyA,5.9,7.9,95.5,95.2
988,T-1718213:P-1719359,3,3,8,T-1718213:P-1719359,-,1,slyA,0,slyA,5.7,7.6,91.8,91.5
989,,,,,T-1718397:S-1718919,-,1,,,slyA,8.5,9.2,100,100
990,,,,,T-1718397:S-1719315,-,1,,,slyA,6,8.5,94.8,100
991,,,,,T-1718397:P-1719359,-,1,,,slyA,5.8,8.1,90.4,95.4
992,,,,,T-1718936:S-1719315,-,,,,,2.8,7.7,87.6,100
993,,,,,T-1718936:P-1719359,-,,,,,2.5,6.9,78.5,89.6
994,,,,,T-1721809:S-1722703,-,1,,,sodC,4.6,9.7,81.8,99.6
995,,,,,T-1721809:I-1723678,-,2,,,ydhF-sodC,5.3,9.5,91.3,99.8
996,T-1721809:P-1723968,3,1,3,T-1721809:P-1723968,-,3,ydhF:sodC:ydhL,2,ydhL-ydhF-sodC,4.8,9.3,88.2,99.8
997,P-1724048:T-1727030,1,1,1,P-1724048:T-1727030,+,3,nemRA:gloA:rnt-lhr,2,nemA-gloA-rnt,5.5,5.2,97.4,78.6
998,T-1731558:P-1732212,1,2,2,T-1731558:P-1732212,-,1,grxD,0,grxD,7,5.7,100,69.3
999,,,,,T-1731759:P-1732212,-,1,,,grxD,8.9,8.3,100,100
1000,P-1732406:T-1733283,1,1,1,P-1732406:T-1733283,+,1,ydhO,0,ydhO,4.4,3.8,96.7,68
1001,P-1733350:T-1734128,1,1,1,P-1733350:T-1734128,+,1,sodB,0,sodB,10.5,10.5,100,100
1002,T-1735406:P-1735608,1,2,2,T-1735406:P-1735608,-,1,,,ynhF,5.2,9,100,93.1
1003,,,,,T-1735447:P-1735608,-,1,,,ynhF,6,10.3,100,100
1004,P-1735713:T-1737135,1,1,1,P-1735713:T-1737135,+,1,purR,0,purR,8.3,0.7,100,12.1
1005,P-1737905:T-1739180,1,1,1,P-1737905:T-1739180,+,1,ydhC,0,ydhC,2,4.8,58,82.1
1006,P-1739226:T-1740621,1,1,1,P-1739226:T-1740621,+,1,cfa,0,cfa,7.8,10,99.9,100
1007,,,,,T-1740456:S-1741479,-,1,,,ribC,6.8,6.9,91,84.4
1008,T-1740456:P-1741527,2,1,2,T-1740456:P-1741527,-,1,ribC,0,ribC,6.5,6.6,86.9,80.6
1009,P-1741401:T-1742866,1,1,1,P-1741401:T-1742866,+,1,mdtK,0,mdtK,5.2,6.3,98.5,95.9
1010,T-1742441:P-1744187,1,2,2,T-1742441:P-1744187,-,1,ydhQ,0,ydhQ,6.7,8.2,99.5,91.3
1011,,,,,T-1742872:P-1744187,-,1,,,ydhQ,7.5,9.6,99.9,100
1012,P-1744439:T-1745063,2,1,2,P-1744439:T-1745063,+,3,valVW:ydhR,1,valV-valW-ydhR,6.6,6.9,98.1,82.9
1013,,,,,S-1744698:T-1745063,+,1,,,ydhR,8.1,9.5,100,100
1014,P-1745116:T-1746931,1,1,1,P-1745116:T-1746931,+,1,ydhS,0,ydhS,4.8,8,96.1,99.8
1015,T-1752851:P-1753188,1,2,2,T-1752851:P-1753188,-,1,ydhZ,0,ydhZ,4.7,8.8,75.4,100
1016,,,,,T-1752947:P-1753188,-,1,,,ydhZ,6.4,9.9,100,100
1017,P-1753494:T-1755177,2,1,2,P-1753494:T-1755177,+,1,pykF,0,pykF,9.6,9.5,100,92.2
1018,,,,,S-1753625:T-1755177,+,1,,,pykF,9.8,10.4,100,100
1019,T-1754250:AS-1755418,1,1,1,T-1754250:AS-1755418,-,,,,,3.1,3.7,85.9,58.9
1020,P-1755408:T-1755723,1,1,1,P-1755408:T-1755723,+,1,lpp,0,lpp,14.8,16.2,100,99.4
1021,,,,,T-1755702:S-1756887,-,1,,,ynhG,5.8,11.4,98.1,100
1022,T-1755702:P-1762523,2,1,2,T-1755702:P-1762523,-,7,sufABCDSE:ynhG,1,sufA-sufB-sufC-sufD-sufS-sufE-ynhG,5.9,8.9,99.6,99.1
1023,T-1762734:P-1762792,1,1,1,T-1762734:P-1762792,-,,,,,3.8,,100,
1024,T-1762846:P-1763168,1,1,1,T-1762846:P-1763168,-,1,ydiJIH,0,ydiH,4,0.5,96.9,10.2
1025,T-1763177:P-1766937,1,1,1,T-1763177:P-1766937,-,2,ydiJIH,0,ydiJ-ydiI,8.1,1.8,99.8,31.3
1026,P-1766761:T-1768224,2,1,2,P-1766761:T-1768224,+,1,ydiK,0,ydiK,5.7,6.2,91.7,86
1027,,,,,S-1767037:T-1768224,+,1,,,ydiK,6.4,6.9,100,95.3
1028,P-1772596:T-1773482,1,1,1,P-1772596:T-1773482,+,1,ydiNB-aroD,0,aroD,6.4,1.6,99.3,31.8
1029,T-1776409:P-1777639,1,1,1,T-1776409:P-1777639,-,1,ydiP,0,ydiP,2,4.4,50,65.8
1030,T-1782594:P-1785184,1,1,1,T-1782594:P-1785184,-,1,ppsA,0,ppsA,8.9,7.6,99.5,93.9
1031,P-1785446:T-1786343,1,1,1,P-1785446:T-1786343,+,1,ppsR,0,ppsR,5.2,5.9,95.8,99.7
1032,P-1786409:T-1787525,1,1,1,P-1786409:T-1787525,+,1,aroH,0,aroH,7,2.1,100,41.7
1033,T-1787546:P-1789277,1,1,1,T-1787546:P-1789277,-,1,ydiU,0,ydiU,5.9,5.2,100,85.6
1034,T-1789399:P-1790179,1,1,1,T-1789399:P-1790179,-,,,,,5.2,6.1,99.7,84.5
1035,,,,,T-1790263:S-1790782,-,1,,,nlpC,7.2,8.7,100,100
1036,,,,,T-1790263:S-1792166,-,3,,,btuE-btuD-nlpC,7.2,8.1,100,98.5
1037,T-1790263:P-1793200,3,1,3,T-1790263:P-1793200,-,4,btuCED:nlpC,1,btuC-btuE-btuD-nlpC,6.3,5.7,99.1,72.6
1038,,,,,T-1793250:I-1793744,-,1,,,ihfA,10.9,14.2,99.4,100
1039,,,,,T-1793250:I-1794114,-,1,,,ihfA,11,13.1,99.7,100
1040,,,,,T-1793250:S-1797143,-,3,,,pheS-pheT-ihfA,10.8,7.5,99.9,91
1041,,,,,T-1793250:S-1797325,-,4,,,pheM-pheS-pheT-ihfA,10.6,7.3,99.7,89.5
1042,,,,,T-1793250:I-1798842,-,7,,,infC-rpmI-rplT-pheM-pheS-pheT-ihfA,11.2,8.3,99.8,92.1
1043,T-1793250:P-1800755,6,3,11,T-1793250:P-1800755,-,8,thrS-infC-rpmI-rplT-pheMST-ihfA,0,thrS-infC-rpmI-rplT-pheM-pheS-pheT-ihfA,11,8.7,99.8,94.1
1044,,,,,T-1797226:S-1797325,-,1,,,pheM,6.7,5.6,100,96
1045,,,,,T-1797226:I-1798842,-,4,,,infC-rpmI-rplT-pheM,12.4,10.8,100,98.9
1046,,,,,T-1797226:P-1800755,-,5,,,thrS-infC-rpmI-rplT-pheM,11.4,10.2,100,99.5
1047,,,,,T-1797390:I-1798842,-,3,,,infC-rpmI-rplT,13,11.4,100,100
1048,,,,,T-1797390:P-1800755,-,4,,,thrS-infC-rpmI-rplT,11.6,10.4,100,100
1049,T-1803343:P-1804193,1,1,1,T-1803343:P-1804193,-,1,ydiY,0,ydiY,4.8,0.6,99.2,11.6
1050,,,,,P-1804377:T-1805349,+,1,,,pfkB,5.6,7.7,99.3,100
1051,P-1804377:T-1806870,2,2,3,P-1804377:T-1806870,+,3,ydiZ:pfkB:yniA,2,pfkB-ydiZ-yniA,6,9.5,93.3,99.9
1052,,,,,S-1805400:T-1806870,+,2,,,ydiZ-yniA,6.4,10.7,89.2,99.9
1053,T-1806354:P-1807345,1,1,1,T-1806354:P-1807345,-,1,yniB,0,yniB,6.3,7.4,100,86.5
1054,P-1807304:T-1808076,2,1,2,P-1807304:T-1808076,+,1,yniC,0,yniC,5.5,2.2,100,38.7
1055,,,,,S-1807349:T-1808076,+,1,,,yniC,5.5,2.4,100,41.1
1056,P-1808907:T-1810825,1,1,1,P-1808907:T-1810825,+,1,ydjN,0,ydjN,9.8,3.6,100,63.2
1057,P-1811838:T-1814211,2,1,2,P-1811838:T-1814211,+,1,katE,0,katE,6.2,8.3,99.7,100
1058,,,,,S-1811880:T-1814211,+,1,,,katE,6.3,8.3,100,100
1059,,,,,T-1814333:S-1819749,-,6,,,chbB-chbC-chbA-chbR-chbF-chbG,3.1,3.7,69.3,55.3
1060,T-1814333:P-1819771,2,2,4,T-1814333:P-1819771,-,6,chbBCARFG,0,chbB-chbC-chbA-chbR-chbF-chbG,3.1,3.6,69.2,55
1061,,,,,T-1819027:S-1819749,-,1,,,chbB,5.4,8.9,100,100
1062,,,,,T-1819027:P-1819771,-,1,,,chbB,5.3,8.6,98.4,97
1063,T-1819898:P-1820306,1,1,1,T-1819898:P-1820306,-,1,osmE,0,osmE,8.8,13.5,100,100
1064,,,,,P-1820453:T-1821349,+,1,,,nadE,9.1,8,100,100
1065,P-1820453:T-1822508,1,2,2,P-1820453:T-1822508,+,2,nadE:cho,1,nadE-cho,6.1,4.4,95.4,59.6
1066,,,,,T-1823104:I-1823218,-,,,,,3.5,8.8,74.8,100
1067,,,,,T-1823104:I-1823341,-,,,,,4.5,9.3,87.8,100
1068,T-1823104:P-1823712,3,1,3,T-1823104:P-1823712,-,1,spy,0,spy,4.4,8.4,93.6,100
1069,T-1823827:P-1830062,1,1,1,T-1823827:P-1830062,-,5,astCADBE,0,astC-astA-astD-astB-astE,2.2,9.7,61.7,100
1070,,,,,P-1830057:T-1831402,+,1,,,xthA,5.8,5,90,77.4
1071,P-1830057:T-1838797,1,2,2,P-1830057:T-1838797,+,8,xthA:ydjXYZ-ynjABCD,1,xthA-ydjX-ydjY-ydjZ-ynjA-ynjB-ynjC-ynjD,3.5,1.5,77,26.1
1072,T-1831305:AS-1831939,1,1,1,T-1831305:AS-1831939,-,,,,,2.4,5,77.2,86.3
1073,T-1838773:P-1839433,1,1,1,T-1838773:P-1839433,-,1,ynjF,0,ynjF,3.6,4.7,93.9,82.1
1074,,,,,P-1840330:T-1841825,+,1,,,gdhA,10.7,5.5,100,95.3
1075,P-1840330:T-1842114,1,2,2,P-1840330:T-1842114,+,1,gdhA,0,gdhA,9.6,4.6,99.9,79.8
1076,T-1842974:P-1846725,1,1,1,T-1842974:P-1846725,-,3,ydjA-selD-topB,0,ydjA-selD-topB,7.6,5.1,100,69.5
1077,P-1846817:T-1848745,1,1,1,P-1846817:T-1848745,+,1,sppA,0,sppA,7.2,3.3,100,62.4
1078,P-1848862:T-1850683,1,1,1,P-1848862:T-1850683,+,2,ansA-pncA,0,ansA-pncA,6.8,2.7,99.9,49.5
1079,T-1852052:P-1852909,1,1,1,T-1852052:P-1852909,-,1,ydjF,0,ydjF,5.5,8.3,93.5,100
1080,T-1859602:P-1860488,1,2,2,T-1859602:P-1860488,-,2,msrB:yeaC,1,msrB-yeaC,8.7,11,98.8,100
1081,,,,,T-1859715:P-1860488,-,2,,,msrB-yeaC,9.4,11.5,100,100
1082,,,,,P-1860551:T-1861818,+,1,,,gapA,12.6,11.3,100,100
1083,P-1860551:T-1862775,2,2,4,P-1860551:T-1862775,+,2,gapA-yeaD,0,gapA-yeaD,10.1,8.6,99.5,93.3
1084,,,,,S-1860622:T-1861818,+,1,,,gapA,12.8,11.3,100,100
1085,,,,,S-1860622:T-1862775,+,2,,,gapA-yeaD,10.2,8.5,99.5,93.1
1086,T-1863715:P-1864529,1,1,1,T-1863715:P-1864529,-,1,mipA,0,mipA,9,5.2,100,84.4
1087,P-1864729:T-1868442,2,1,2,P-1864729:T-1868442,+,2,yeaGH,0,yeaG-yeaH,6.7,12.2,93.2,99.3
1088,,,,,S-1864772:T-1868442,+,2,,,yeaG-yeaH,6.8,12.3,94.3,100
1089,P-1869996:T-1872880,1,1,1,P-1869996:T-1872880,+,3,yeaK:yeaL:yeaJ,2,yeaJ-yeaK-yeaL,4.6,1.6,91.7,28.6
1090,T-1872810:P-1873603,1,1,1,T-1872810:P-1873603,-,,,,,4.4,5.4,99.6,86.5
1091,P-1874762:T-1875317,2,1,2,P-1874762:T-1875317,+,1,yeaO,0,yeaO,4.2,7.4,78.1,96
1092,,,,,S-1874902:T-1875317,+,1,,,yeaO,5.5,8.2,99.5,100
1093,P-1875692:T-1877005,2,1,2,P-1875692:T-1877005,+,3,yeaP,0,yeaP-yoaK-yoaJ,6.5,2.9,100,54.4
1094,,,,,I-1876807:T-1877005,+,1,,,yoaJ,5.5,5.1,100,85.4
1095,T-1876919:P-1877321,1,2,2,T-1876919:P-1877321,-,1,yeaQ,0,yeaQ,7.7,11.2,80.6,100
1096,,,,,T-1877013:P-1877321,-,1,,,yeaQ,10,12.9,100,100
1097,T-1878170:P-1879872,1,1,1,T-1878170:P-1879872,-,1,dmlR,0,dmlR,4.2,8.5,89.3,97.6
1098,T-1884875:P-1887830,1,2,2,T-1884875:P-1887830,-,2,fadD-sroD:rnd,1,fadD-rnd,6,8.8,99.2,88.8
1099,,,,,T-1886053:P-1887830,-,1,,,fadD,6.4,11.8,99.4,100
1100,,,,,T-1887941:S-1888583,-,1,,,yeaY,7.2,7.7,99.8,100
1101,,,,,T-1887941:S-1889318,-,2,,,yeaZ-yeaY,7.1,3.6,99.9,47.4
1102,T-1887941:P-1891278,3,1,3,T-1887941:P-1891278,-,3,tsaB-yeaY:yoaA,1,yoaA-yeaZ-yeaY,6,1.7,99.6,23.9
1103,P-1891306:T-1891864,2,1,2,P-1891306:T-1891864,+,1,yoaB,0,yoaB,8.3,4.9,97.5,81.8
1104,,,,,S-1891361:T-1891864,+,1,,,yoaB,8.9,4.9,100,79.8
1105,,,,,P-1891890:T-1892492,+,1,,,yoaC,5.5,9.7,99.8,100
1106,P-1891890:T-1892791,2,2,4,P-1891890:T-1892791,+,1,yoaC,0,yoaC,4.5,8.6,91.8,100
1107,,,,,S-1892042:T-1892492,+,1,,,yoaC,5.5,10.6,99.8,100
1108,,,,,S-1892042:T-1892791,+,1,,,yoaC,4.3,8.9,90.1,100
1109,,,,,T-1892517:S-1893272,-,1,,,yoaH,3.6,4.7,88.6,75.3
1110,T-1892517:P-1893674,2,1,2,T-1892517:P-1893674,-,1,yoaH,0,yoaH,3.4,4.6,83,76.2
1111,P-1892782:T-1896341,2,1,2,P-1892782:T-1896341,+,3,sdaA:pabB-nudL,1,pabB-nudL-sdaA,4.9,4.3,97.2,63.9
1112,,,,,S-1894788:T-1896341,+,1,,,sdaA,5.4,7,97.4,98.3
1113,P-1896408:T-1898351,1,1,1,P-1896408:T-1898351,+,1,,,adrB,1.8,5.4,43.2,83.1
1114,T-1898015:P-1899795,1,1,1,T-1898015:P-1899795,-,1,yoaE,0,yoaE,6.6,1.6,100,27.5
1115,P-1899958:T-1903302,1,1,1,P-1899958:T-1903302,+,4,yobD:manXYZ,1,manX-manY-manZ-yobD,10.6,11,100,98.4
1116,P-1903487:T-1904306,1,1,1,P-1903487:T-1904306,+,1,,,yebN,2.3,0.8,57.6,16.1
1117,,,,,T-1904210:S-1905641,-,3,,,yobF-cspC-rlmA,7,5.6,99.3,49
1118,T-1904210:P-1905817,2,3,6,T-1904210:P-1905817,-,3,yobF-cspC:rlmA,1,yobF-cspC-rlmA,7.1,6.5,99.4,54.5
1119,,,,,T-1905079:S-1905641,-,2,,,yobF-cspC,11,12.7,100,98.2
1120,,,,,T-1905079:P-1905817,-,2,,,yobF-cspC,10.2,13,100,98.6
